city,State,Revenue,Class,Month
Buffalo,NY,198.37,Zumba,1
Rochester,NY,228.44,PiYo,1
Camden,NJ,498.65,Zumba,1
Philadelphia,PA,141.85,PiYo,1
New York City,NY,178.32,Yoga 201,1
Jersey City,NJ,129.87,PiYo,1
New York City,NY,345.26,Yoga 101,1
Philadelphia,PA,361.3,Yoga 101,1
Jamaica,NY,374.36,Zumba,1
New York City,NY,257.25,Insanity,1
Jamaica,NY,352.64,Spinning,1
Pittsburgh,PA,420,Yoga 101,1
Jamaica,NY,115.61,Yoga 101,1
Trenton,NJ,298.17,Spinning,1
Albany,NY,386.92,Zumba,1
Harrisburg,PA,149.68,Zumba,1
Syracuse,NY,130.73,PiYo,1
Brooklyn,NY,298.9,Yoga 201,1
Johnstown,PA,151.89,Spinning,1
Philadelphia,PA,284.36,Zumba,1
Trenton,NJ,236.13,Insanity,1
Albany,NY,235.48,Spinning,1
Buffalo,NY,356.35,Zumba,1
Jamaica,NY,426.63,Zumba,1
Buffalo,NY,184.11,PiYo,1
Scranton,PA,375.49,PiYo,1
Harrisburg,PA,382.28,Spinning,1
Philadelphia,PA,105.59,PiYo,1
Brooklyn,NY,339.68,Yoga 101,1
Philadelphia,PA,330.48,Yoga 201,1
Jersey City,NJ,407.25,PiYo,1
Jamaica,NY,258.93,Spinning,1
Philadelphia,PA,141.28,Zumba,1
Erie,PA,488.47,Yoga 101,1
Buffalo,NY,451.48,PiYo,1
Valley Forge,PA,498.68,PiYo,1
Philadelphia,PA,204.59,Yoga 101,1
Rochester,NY,422.57,Insanity,1
New York City,NY,114.32,Spinning,1
Albany,NY,316.66,Yoga 201,1
Yonkers,NY,187.93,PiYo,1
Valley Forge,PA,192.36,Zumba,1
Jamaica,NY,405.33,Yoga 101,1
Rochester,NY,216.33,Yoga 101,1
Rochester,NY,259.48,Yoga 201,1
Syracuse,NY,192.41,Yoga 101,1
Brooklyn,NY,258.18,Insanity,1
Staten Island,NY,173.14,Insanity,1
Harrisburg,PA,279.17,Yoga 101,1
Brooklyn,NY,466.64,Insanity,1
Trenton,NJ,155.78,Zumba,1
Syracuse,NY,440.11,Yoga 201,1
Buffalo,NY,386.14,Zumba,1
Newark,NJ,193.96,Yoga 201,1
New Brunswick,NJ,415.77,Yoga 201,1
Erie,PA,367.81,PiYo,1
Staten Island,NY,295.35,Yoga 201,1
New York City,NY,363.5,Insanity,1
Philadelphia,PA,234.29,Yoga 101,1
Erie,PA,169.56,Zumba,1
Syracuse,NY,213.98,Zumba,1
Paterson,NJ,464.59,Yoga 101,1
New York City,NY,450.58,PiYo,1
Harrisburg,PA,126.13,Yoga 101,1
Philadelphia,PA,265.28,Yoga 201,1
New York City,NY,267.97,Yoga 101,1
New York City,NY,315.81,Yoga 201,1
Philadelphia,PA,400.13,Insanity,1
Buffalo,NY,151.41,Insanity,1
Bronx,NY,185.01,Yoga 201,1
Buffalo,NY,137.9,Yoga 101,1
Valley Forge,PA,134.94,Zumba,1
New York City,NY,461.54,Spinning,1
Pittsburgh,PA,279.16,Insanity,1
Harrisburg,PA,348.04,Zumba,1
Yonkers,NY,389.92,Insanity,1
New York City,NY,486.04,Yoga 201,1
Newark,NJ,347.52,Yoga 201,1
New York City,NY,385.54,Yoga 201,1
Pittsburgh,PA,330.83,Zumba,1
Schenectady,NY,350.44,Insanity,1
Trenton,NJ,279.68,PiYo,1
Brooklyn,NY,286.2,Zumba,1
Harrisburg,PA,417.91,Yoga 101,1
New York City,NY,270.47,Yoga 201,1
Newark,NJ,201.39,Insanity,1
Brooklyn,NY,238.8,Yoga 201,1
Scranton,PA,318.9,Insanity,1
Rochester,NY,186.02,Yoga 201,1
Staten Island,NY,274.68,Spinning,1
Jamaica,NY,294.86,Yoga 201,1
New York City,NY,445.47,Zumba,1
Bronx,NY,190.48,Insanity,1
Scranton,PA,230.65,Yoga 201,1
Camden,NJ,443.6,Yoga 101,1
New Hyde Park,NY,461.16,Yoga 101,1
Trenton,NJ,281.99,Yoga 201,1
Bethlehem,PA,127.38,Insanity,1
New York City,NY,108.22,Yoga 201,1
Valley Forge,PA,247.75,Yoga 101,1
Philadelphia,PA,490.95,PiYo,1
Bronx,NY,409.27,Zumba,1
Elizabeth,NJ,372.17,Yoga 201,1
Wilkes Barre,PA,421.6,PiYo,1
Philadelphia,PA,475.1,Yoga 201,1
Port Washington,NY,432.36,Insanity,1
Brooklyn,NY,188.18,Spinning,1
New York City,NY,197.28,Spinning,1
New York City,NY,469.32,Insanity,1
Pittsburgh,PA,143.39,PiYo,1
Jersey City,NJ,158.66,Insanity,1
New York City,NY,388.38,Insanity,1
Harrisburg,PA,220.73,Spinning,1
Reading,PA,391.7,PiYo,1
New York City,NY,252.83,Yoga 201,1
New York City,NY,208.44,Yoga 101,1
New York City,NY,391.69,Yoga 101,1
York,PA,279.42,Yoga 101,1
New York City,NY,433.55,Yoga 201,1
York,PA,474.89,Zumba,1
Buffalo,NY,127.6,Spinning,1
Pittsburgh,PA,486.17,PiYo,1
Rochester,NY,239.61,Insanity,1
Wilkes Barre,PA,331.06,Yoga 101,1
Erie,PA,459.97,Spinning,1
Philadelphia,PA,423.57,Insanity,1
Philadelphia,PA,139.84,Spinning,1
Rochester,NY,488.76,Zumba,1
Albany,NY,324.84,PiYo,1
Allentown,PA,423.02,Insanity,1
Philadelphia,PA,277.12,Zumba,1
New Hyde Park,NY,190.89,Insanity,1
New York City,NY,429.78,Yoga 201,1
Lancaster,PA,377.51,Yoga 101,1
Schenectady,NY,405.44,Insanity,1
Erie,PA,146.26,Insanity,1
Wilkes Barre,PA,469.04,Zumba,1
New York City,NY,273.9,Yoga 201,1
Brooklyn,NY,157.33,Yoga 101,1
Scranton,PA,378.78,PiYo,1
Philadelphia,PA,485.43,Insanity,1
New York City,NY,382.32,Yoga 101,1
Levittown,PA,427.23,Zumba,1
New York City,NY,401.44,Zumba,1
Jamaica,NY,410.48,Zumba,1
Rochester,NY,467.42,Yoga 201,1
Philadelphia,PA,178.47,Yoga 101,1
New York City,NY,470.05,Zumba,1
Rochester,NY,410.07,Zumba,1
White Plains,NY,449.06,Zumba,1
Buffalo,NY,342.65,Spinning,1
Bronx,NY,277.46,PiYo,1
Pittsburgh,PA,475.51,Zumba,1
Scranton,PA,279.04,Insanity,1
New York City,NY,355.25,Yoga 201,1
Johnstown,PA,267.21,Zumba,1
Philadelphia,PA,388.7,Yoga 101,1
Flushing,NY,246.42,Yoga 101,1
Port Washington,NY,315.45,Yoga 101,1
Philadelphia,PA,367.9,PiYo,1
Scranton,PA,443.68,Yoga 101,1
Philadelphia,PA,322.4,Zumba,1
Brooklyn,NY,494.47,Spinning,1
Philadelphia,PA,198.26,Zumba,1
Pittsburgh,PA,407.91,Yoga 201,1
Wilkes Barre,PA,298.08,Yoga 101,1
Pittsburgh,PA,122.48,Yoga 201,1
Philadelphia,PA,351.88,Spinning,1
Mc Keesport,PA,202.01,Insanity,1
New York City,NY,411.26,Insanity,1
New York City,NY,289.1,PiYo,1
Philadelphia,PA,488.95,Zumba,1
Jersey City,NJ,253.72,Zumba,1
New York City,NY,310.17,Yoga 201,1
Philadelphia,PA,462.79,Spinning,1
Flushing,NY,367.77,Insanity,1
Paterson,NJ,137.55,PiYo,1
Philadelphia,PA,454.39,Zumba,1
Rochester,NY,176.26,Yoga 101,1
Elizabeth,NJ,270.77,PiYo,1
Bronx,NY,462.33,Yoga 101,1
Jamaica,NY,129.12,Insanity,1
Bronx,NY,140.77,Insanity,1
New York City,NY,448.31,Spinning,1
Brooklyn,NY,329.32,Spinning,1
Harrisburg,PA,298.88,Yoga 101,1
Brooklyn,NY,150.08,Zumba,1
Harrisburg,PA,350.92,Yoga 101,1
Schenectady,NY,236.9,Zumba,1
Philadelphia,PA,113.56,Insanity,1
Buffalo,NY,191.66,PiYo,1
New York City,NY,392.01,Zumba,1
Elmira,NY,188.86,Yoga 101,1
Albany,NY,333.79,Zumba,1
Pittsburgh,PA,359.18,Zumba,1
New York City,NY,275.16,Yoga 101,1
New York City,NY,482.95,Insanity,1
York,PA,128.46,Yoga 201,1
New York City,NY,233.38,Insanity,1
Philadelphia,PA,138.61,Insanity,1
New Hyde Park,NY,333.57,Yoga 101,1
Erie,PA,203.81,Spinning,1
Trenton,NJ,206.82,Spinning,1
Philadelphia,PA,190.66,Insanity,1
Philadelphia,PA,265.45,Spinning,1
Newark,NJ,349.72,Spinning,1
Erie,PA,122.93,Spinning,1
Great Neck,NY,198.66,Yoga 101,1
Lancaster,PA,358.33,PiYo,1
New York City,NY,122.23,Spinning,1
Reading,PA,382.31,PiYo,1
Philadelphia,PA,196.75,Spinning,1
Reading,PA,355.47,Yoga 101,1
Brooklyn,NY,365.86,Insanity,1
Schenectady,NY,100.82,Spinning,1
Philadelphia,PA,335.24,Yoga 201,1
Mc Keesport,PA,438.28,Yoga 201,1
New York City,NY,446.66,Zumba,1
Schenectady,NY,115.93,Yoga 201,1
Newark,NJ,258.08,Yoga 101,1
Philadelphia,PA,200.69,Spinning,1
New York City,NY,408.96,Yoga 101,1
New York City,NY,428.17,Insanity,1
Erie,PA,486.03,PiYo,1
Philadelphia,PA,102.22,Spinning,1
Elizabeth,NJ,183.37,Spinning,1
Philadelphia,PA,283.56,Yoga 101,1
Brooklyn,NY,325.53,Yoga 201,1
Pittsburgh,PA,172.44,Yoga 201,1
New York City,NY,154.21,Spinning,1
Bronx,NY,270.68,Spinning,1
Newark,NJ,337.2,PiYo,1
Erie,PA,251.51,Yoga 201,1
Staten Island,NY,483.46,Insanity,1
Pittsburgh,PA,230.65,Spinning,1
Jersey City,NJ,162.75,Insanity,1
Scranton,PA,284.08,PiYo,1
Jamaica,NY,381.45,Yoga 101,1
New York City,NY,345.26,Insanity,1
Newark,NJ,396.88,PiYo,1
New York City,NY,403.14,Insanity,1
Brooklyn,NY,207.07,Insanity,1
Rochester,NY,103.21,Zumba,1
Flushing,NY,294.46,Yoga 101,1
Brooklyn,NY,275.4,Spinning,1
New York City,NY,344.98,Spinning,1
Buffalo,NY,462.83,Insanity,1
Bronx,NY,171.58,Yoga 201,1
Pittsburgh,PA,123.97,Yoga 201,1
Schenectady,NY,107.1,PiYo,1
Philadelphia,PA,469.44,Yoga 201,1
Buffalo,NY,412.19,Zumba,1
Rochester,NY,270.5,Spinning,1
Paterson,NJ,468.89,Yoga 101,1
New York City,NY,341.15,Insanity,1
Bronx,NY,117.14,PiYo,1
Rochester,NY,112.27,Yoga 201,1
Schenectady,NY,161.27,Yoga 101,1
Philadelphia,PA,201.66,Spinning,1
Paterson,NJ,387.1,Yoga 201,1
Philadelphia,PA,239.08,PiYo,1
Brooklyn,NY,273.31,Spinning,1
Yonkers,NY,326.15,Insanity,1
Erie,PA,371.44,Yoga 201,1
New York City,NY,141.19,PiYo,1
Camden,NJ,212.13,Yoga 101,1
New York City,NY,343.84,Yoga 201,1
Trenton,NJ,207.38,Yoga 201,1
New York City,NY,117.38,Yoga 101,1
Staten Island,NY,497.63,Yoga 201,1
Mc Keesport,PA,383.02,Yoga 201,1
Rochester,NY,493.45,Yoga 101,1
Buffalo,NY,134.66,Spinning,1
Reading,PA,358.94,Yoga 201,1
Pittsburgh,PA,272.79,Yoga 201,1
Brooklyn,NY,266.58,PiYo,1
Rochester,NY,402.15,Zumba,1
Philadelphia,PA,239.16,Insanity,1
Rochester,NY,239.95,Yoga 201,1
New York City,NY,145.21,Yoga 101,1
Philadelphia,PA,157.29,Yoga 101,1
Jamaica,NY,428.73,Zumba,1
Harrisburg,PA,157.92,Yoga 201,1
Harrisburg,PA,491.09,Zumba,1
Jamaica,NY,426.19,Insanity,1
Buffalo,NY,350.16,Yoga 101,1
Wilkes Barre,PA,220.47,PiYo,1
Bronx,NY,222.18,Spinning,1
Pittsburgh,PA,257,Zumba,1
Philadelphia,PA,327.05,Yoga 101,1
Pittsburgh,PA,331,Zumba,1
New York City,NY,328.4,Yoga 201,1
Brooklyn,NY,224.13,Zumba,1
Elizabeth,NJ,160.94,Yoga 201,1
Bronx,NY,235.21,Insanity,1
Flushing,NY,201.68,Yoga 101,1
Jamaica,NY,189.25,Yoga 201,1
New York City,NY,454.9,PiYo,1
Newark,NJ,495.78,Yoga 201,1
New York City,NY,117.68,Zumba,1
Schenectady,NY,304.74,Insanity,1
Jamaica,NY,435.99,Insanity,1
Brooklyn,NY,454.31,Zumba,1
Johnstown,PA,204.81,Yoga 101,1
Jamaica,NY,290.94,Zumba,1
Erie,PA,152.45,Yoga 101,1
Philadelphia,PA,320.07,PiYo,1
New York City,NY,120.47,Yoga 101,1
New York City,NY,488.2,Spinning,1
Rochester,NY,321.35,Yoga 201,1
Elizabeth,NJ,256.9,Yoga 101,1
Syracuse,NY,235.45,Spinning,1
New York City,NY,236.86,Insanity,1
New York City,NY,164.71,Zumba,1
New York City,NY,132.18,PiYo,1
New York City,NY,279.53,Insanity,1
Harrisburg,PA,351.91,Yoga 201,1
Scranton,PA,477.95,Yoga 101,1
Erie,PA,233.11,PiYo,1
Paterson,NJ,194.59,Zumba,1
Jersey City,NJ,485.27,PiYo,1
Pittsburgh,PA,225.68,Yoga 101,1
Mount Vernon,NY,322.43,Insanity,1
Philadelphia,PA,330.3,Yoga 101,1
New York City,NY,277.37,Yoga 101,1
Pittsburgh,PA,355.39,PiYo,1
Harrisburg,PA,332.19,Yoga 101,1
Philadelphia,PA,162.34,Zumba,1
Pittsburgh,PA,140.39,Insanity,1
Pittsburgh,PA,248.41,Zumba,1
Syracuse,NY,157.51,Zumba,1
Brooklyn,NY,389.6,Yoga 201,1
Paterson,NJ,243.14,PiYo,1
New York City,NY,416.04,Spinning,1
Brooklyn,NY,256.41,Spinning,1
Philadelphia,PA,343.58,Yoga 201,1
Pittsburgh,PA,183.17,Zumba,1
New York City,NY,186.78,Yoga 201,1
Rochester,NY,215.49,PiYo,1
Port Washington,NY,468.03,PiYo,1
Pittsburgh,PA,384.15,Zumba,1
Jamaica,NY,225.51,Zumba,1
Trenton,NJ,399.23,Yoga 101,1
Pittsburgh,PA,412.1,Yoga 201,1
Bronx,NY,254.19,Yoga 101,1
Jamaica,NY,211.11,Yoga 101,1
Pittsburgh,PA,246.55,Yoga 101,1
Elizabeth,NJ,250.7,Insanity,1
Brooklyn,NY,278.89,Zumba,1
Philadelphia,PA,110.15,Zumba,1
Albany,NY,225.13,Insanity,1
Newark,NJ,371.21,Spinning,1
Pittsburgh,PA,436.39,Spinning,1
Brooklyn,NY,200.26,Insanity,1
Pittsburgh,PA,467.41,Spinning,1
Albany,NY,164.15,Yoga 101,1
Great Neck,NY,106.1,Insanity,1
New York City,NY,431.63,Spinning,1
New York City,NY,158.82,PiYo,1
Pittsburgh,PA,388.65,Spinning,1
Brooklyn,NY,182.16,Insanity,1
New York City,NY,231.8,PiYo,1
New York City,NY,201.74,Yoga 101,1
Jamaica,NY,193.26,Yoga 201,1
Jamaica,NY,280.41,Insanity,1
Erie,PA,286.66,Insanity,1
Albany,NY,421.18,PiYo,1
Schenectady,NY,241.37,PiYo,1
Brooklyn,NY,217,Spinning,1
Rochester,NY,384.39,Insanity,1
Jamaica,NY,431.73,Yoga 101,1
New York City,NY,273.65,Zumba,1
Buffalo,NY,497.02,PiYo,1
New York City,NY,151.16,Spinning,1
New York City,NY,325.16,Insanity,1
Rochester,NY,290.99,PiYo,1
Buffalo,NY,411.68,Zumba,1
Jamaica,NY,128.81,Spinning,1
New York City,NY,212.82,Zumba,1
Trenton,NJ,449.87,Yoga 201,1
Buffalo,NY,275.23,Yoga 101,1
Philadelphia,PA,209.5,PiYo,1
New York City,NY,277.72,PiYo,1
New York City,NY,295.25,Yoga 101,1
New York City,NY,332.63,Yoga 101,1
New York City,NY,391.22,PiYo,1
Trenton,NJ,439.02,PiYo,1
Flushing,NY,272.98,Insanity,1
Rochester,NY,478.03,Insanity,1
Philadelphia,PA,365.12,Zumba,1
Pittsburgh,PA,115.58,Zumba,1
Wilkes Barre,PA,391.66,Insanity,1
Harrisburg,PA,290.44,Spinning,1
Syracuse,NY,389.59,Spinning,1
Buffalo,NY,215.35,Insanity,1
Flushing,NY,451.85,Yoga 201,1
Brooklyn,NY,400.36,Spinning,1
Jamaica,NY,373.39,Insanity,1
New York City,NY,137.01,PiYo,1
Lancaster,PA,106.11,PiYo,1
Erie,PA,236.22,PiYo,1
New Castle,PA,478.03,Zumba,1
New York City,NY,146.69,Zumba,1
New York City,NY,242.75,Yoga 101,1
Brooklyn,NY,184.98,Spinning,1
Jamaica,NY,228.12,Insanity,1
Mount Vernon,NY,427.44,Insanity,1
Albany,NY,173,Spinning,1
Wilkes Barre,PA,366.39,Spinning,1
New York City,NY,144.63,PiYo,1
Buffalo,NY,246.93,PiYo,1
Buffalo,NY,493.35,Spinning,1
Flushing,NY,276.75,Insanity,1
New York City,NY,113.69,Yoga 201,1
Pittsburgh,PA,140.36,Zumba,1
New York City,NY,428.04,Insanity,1
Pittsburgh,PA,326.82,PiYo,1
Mount Vernon,NY,474.55,Spinning,1
Jamaica,NY,195.39,PiYo,1
Philadelphia,PA,175.08,Yoga 201,1
Jamaica,NY,380.57,Insanity,1
Buffalo,NY,191.86,Insanity,1
New York City,NY,482.65,PiYo,1
New York City,NY,217.37,PiYo,1
Flushing,NY,255.14,PiYo,1
Buffalo,NY,294.7,Yoga 101,1
New York City,NY,154.34,Spinning,1
Harrisburg,PA,460.59,Yoga 101,1
Reading,PA,111.75,Yoga 201,1
Rochester,NY,183.09,Zumba,1
New York City,NY,317.28,Insanity,1
Brooklyn,NY,453.02,Zumba,1
New York City,NY,387.4,PiYo,1
Jersey City,NJ,226.71,Insanity,1
Pittsburgh,PA,212.6,Zumba,1
Bronx,NY,238.32,Yoga 201,1
Paterson,NJ,145.51,PiYo,1
Buffalo,NY,214.78,Yoga 201,1
Trenton,NJ,217.66,Yoga 101,1
Erie,PA,331.75,Yoga 101,1
New York City,NY,311.69,Yoga 201,1
Erie,PA,344.19,Spinning,1
Harrisburg,PA,291.31,Yoga 101,1
Elizabeth,NJ,157.1,Insanity,1
New York City,NY,460.81,PiYo,1
Pittsburgh,PA,285.89,Zumba,1
Albany,NY,374.43,Yoga 101,1
New Hyde Park,NY,219.35,Yoga 101,1
Albany,NY,315.8,Insanity,1
Erie,PA,366.51,Yoga 201,1
New York City,NY,156.59,Spinning,1
Valley Forge,PA,434.65,Zumba,1
Mount Vernon,NY,111.32,Zumba,1
Philadelphia,PA,436.4,PiYo,1
Albany,NY,390.86,PiYo,1
Pittsburgh,PA,252.82,Yoga 201,1
Buffalo,NY,457.42,Yoga 101,1
New York City,NY,387.31,PiYo,1
Trenton,NJ,192.97,PiYo,1
Bronx,NY,491.35,Yoga 101,1
Erie,PA,136.83,Yoga 101,1
New York City,NY,198.87,PiYo,1
Harrisburg,PA,113.86,Zumba,1
New York City,NY,236.44,Spinning,1
Erie,PA,215.34,PiYo,1
Erie,PA,111.21,Spinning,1
New York City,NY,221,Zumba,1
Syracuse,NY,195.82,Insanity,1
New York City,NY,381.68,Yoga 201,1
Albany,NY,206.48,Yoga 201,1
Erie,PA,444.54,Zumba,1
Flushing,NY,141.74,Zumba,1
Newark,NJ,176.12,Zumba,1
Buffalo,NY,298.21,Zumba,1
Syracuse,NY,177.98,Spinning,1
Philadelphia,PA,388.81,Zumba,1
Reading,PA,329.01,Yoga 201,1
New York City,NY,159.01,Zumba,1
Harrisburg,PA,412.91,Yoga 101,1
Rochester,NY,186.6,Zumba,1
New York City,NY,276.76,Zumba,1
New York City,NY,119.66,Insanity,1
New York City,NY,439.01,Insanity,1
Syracuse,NY,493.13,Zumba,1
New York City,NY,357.01,Zumba,1
New York City,NY,485.95,PiYo,1
Pittsburgh,PA,371.63,Yoga 201,1
Syracuse,NY,163.87,Zumba,1
Buffalo,NY,116.81,Yoga 101,1
Philadelphia,PA,239.63,Spinning,1
New York City,NY,436.48,Insanity,1
Pittsburgh,PA,434.71,Spinning,1
Rochester,NY,168.05,Yoga 101,1
Buffalo,NY,213.41,PiYo,1
Philadelphia,PA,356.49,PiYo,1
Scranton,PA,267.24,Yoga 101,1
Albany,NY,463.03,Insanity,1
New York City,NY,318.54,Yoga 201,1
York,PA,139.66,Yoga 101,1
Scranton,PA,434.65,Yoga 201,1
York,PA,358.81,Insanity,1
New York City,NY,233.71,Yoga 101,1
New York City,NY,295.84,Insanity,1
White Plains,NY,253.73,Spinning,1
Erie,PA,497.81,Yoga 201,1
Trenton,NJ,313.6,Insanity,1
Philadelphia,PA,226.55,Yoga 101,1
New York City,NY,151.6,Yoga 201,1
New York City,NY,227.87,Insanity,1
Jamaica,NY,122.81,Spinning,1
Pittsburgh,PA,265.27,Insanity,1
Philadelphia,PA,119.05,Zumba,1
Rochester,NY,235.69,PiYo,1
Buffalo,NY,179.23,Yoga 101,1
Flushing,NY,217.43,PiYo,1
New York City,NY,360.23,Insanity,1
Albany,NY,415.3,PiYo,1
Pittsburgh,PA,328.4,Insanity,1
Brooklyn,NY,334.59,Spinning,1
Brooklyn,NY,359.02,Zumba,1
Pittsburgh,PA,218.42,Zumba,1
Camden,NJ,364.37,Yoga 101,1
Great Neck,NY,138.71,Yoga 101,1
New York City,NY,318.05,Yoga 201,1
Utica,NY,341.8,Zumba,1
Paterson,NJ,454.42,PiYo,1
New York City,NY,118.56,Zumba,1
New York City,NY,341.98,Insanity,1
Rochester,NY,419.68,Zumba,1
New York City,NY,377.21,Spinning,1
Harrisburg,PA,329.51,Spinning,1
Jamaica,NY,125.84,PiYo,1
New York City,NY,408.54,Spinning,1
Brooklyn,NY,388.91,Zumba,1
Erie,PA,367.33,PiYo,1
Albany,NY,308.86,Spinning,1
Wilkes Barre,PA,234.02,Spinning,1
Rochester,NY,203.6,Zumba,1
Pittsburgh,PA,369.9,Yoga 201,1
Harrisburg,PA,243.09,Yoga 201,1
Buffalo,NY,359.84,Yoga 201,1
Rochester,NY,157.56,Insanity,1
Erie,PA,489.74,PiYo,1
New York City,NY,422.61,Spinning,1
New York City,NY,209.94,Yoga 201,1
Elizabeth,NJ,122.76,Yoga 101,1
Philadelphia,PA,304.75,Insanity,1
New York City,NY,167.04,Yoga 201,1
New Hyde Park,NY,142.89,Zumba,1
Trenton,NJ,291.25,Insanity,1
York,PA,306.49,Yoga 201,1
Erie,PA,315.42,Zumba,1
Philadelphia,PA,398.43,Spinning,1
New York City,NY,430.42,Yoga 201,1
Brooklyn,NY,488.3,Spinning,1
New York City,NY,403.4,Yoga 201,1
Philadelphia,PA,115.61,Insanity,1
Wilkes Barre,PA,302.84,Yoga 101,1
Rochester,NY,332.3,Yoga 201,1
New York City,NY,130.53,Spinning,1
Pittsburgh,PA,493.76,Spinning,1
Albany,NY,464.97,Zumba,1
Trenton,NJ,438.13,Zumba,1
Port Washington,NY,208.48,PiYo,1
Harrisburg,PA,140.54,Yoga 201,1
Brooklyn,NY,140.59,Spinning,1
New York City,NY,149.7,Spinning,1
Philadelphia,PA,444.09,Insanity,1
Wilkes Barre,PA,177.47,Spinning,1
Brooklyn,NY,301,PiYo,1
Lancaster,PA,150.37,Yoga 201,1
New York City,NY,309.64,Zumba,1
Wilkes Barre,PA,431,Yoga 101,1
Valley Forge,PA,404.55,Zumba,1
Trenton,NJ,403.93,Yoga 101,1
White Plains,NY,338.18,Yoga 101,1
Harrisburg,PA,107.92,Zumba,1
White Plains,NY,275.09,Zumba,1
Albany,NY,265.82,Zumba,1
Harrisburg,PA,309.06,Zumba,1
Valley Forge,PA,366.77,PiYo,1
Scranton,PA,379.73,Yoga 201,1
New York City,NY,462.03,Yoga 101,1
Buffalo,NY,251.49,Spinning,1
New Brunswick,NJ,264.84,PiYo,1
New York City,NY,371.34,Zumba,1
Scranton,PA,238.45,Spinning,1
Bronx,NY,327.43,Yoga 201,1
New York City,NY,300.18,Insanity,1
Lancaster,PA,311.9,Yoga 101,1
Rochester,NY,160.53,Insanity,1
Newark,NJ,346.25,Yoga 201,1
Philadelphia,PA,338.08,Insanity,1
Syracuse,NY,347.55,Zumba,1
Scranton,PA,267.25,Yoga 201,1
Wilkes Barre,PA,253.89,PiYo,1
Bronx,NY,246.96,Yoga 101,1
Philadelphia,PA,155.91,Zumba,1
Elmira,NY,110.81,Insanity,1
New York City,NY,444.49,Spinning,1
Pittsburgh,PA,346.45,Zumba,1
Jamaica,NY,454.82,Yoga 101,1
Philadelphia,PA,407.96,Spinning,1
Brooklyn,NY,391.65,Yoga 201,1
Philadelphia,PA,223.42,Zumba,1
Harrisburg,PA,257.18,Yoga 201,1
Philadelphia,PA,497.98,Yoga 101,1
Elmira,NY,379.71,Insanity,1
Pittsburgh,PA,365.4,Insanity,1
New York City,NY,434.25,Insanity,1
York,PA,394.57,Yoga 201,1
Buffalo,NY,396.26,Insanity,1
Albany,NY,464.96,Insanity,1
Albany,NY,474.38,PiYo,1
New York City,NY,245.79,Zumba,1
Allentown,PA,216.11,PiYo,1
New York City,NY,216,PiYo,1
New York City,NY,218.55,Insanity,1
Syracuse,NY,163.27,Zumba,1
New York City,NY,381.26,PiYo,1
Lancaster,PA,265.67,PiYo,1
New York City,NY,373.68,Spinning,1
Philadelphia,PA,357.95,Yoga 101,1
Staten Island,NY,182.62,Spinning,1
Paterson,NJ,138.7,Yoga 201,1
Syracuse,NY,399.15,Spinning,1
Pittsburgh,PA,460.39,Yoga 101,1
Pittsburgh,PA,136.54,PiYo,1
Bronx,NY,493.53,Zumba,1
Trenton,NJ,425.57,Yoga 201,1
New York City,NY,383.02,Yoga 101,1
Philadelphia,PA,122.3,PiYo,1
Jamaica,NY,104.16,Yoga 101,1
New York City,NY,358.56,Yoga 101,1
Harrisburg,PA,272.33,Yoga 101,1
New York City,NY,187.47,Insanity,1
Philadelphia,PA,417.67,Zumba,1
Trenton,NJ,306.8,Zumba,1
Rochester,NY,448.73,Yoga 201,1
New York City,NY,264.96,Yoga 201,1
Bronx,NY,244.21,Yoga 101,1
Newark,NJ,368.9,Zumba,1
Albany,NY,164.63,Spinning,1
Syracuse,NY,162.18,Spinning,1
Erie,PA,306.26,Spinning,1
Rochester,NY,414.21,Yoga 101,1
Brooklyn,NY,348.78,Spinning,1
New York City,NY,279.61,Zumba,1
Harrisburg,PA,487.55,Zumba,1
Wilkes Barre,PA,374.38,Spinning,1
Lancaster,PA,426.77,Insanity,1
New York City,NY,415.54,Yoga 201,1
Pittsburgh,PA,488.93,Spinning,1
Albany,NY,224.62,Spinning,1
New York City,NY,399.91,Spinning,1
Jersey City,NJ,129.4,PiYo,1
Camden,NJ,466.99,PiYo,1
Paterson,NJ,323.14,Spinning,1
Jamaica,NY,188.86,Yoga 101,1
New York City,NY,166.47,Spinning,1
Rochester,NY,248.17,Yoga 101,1
Albany,NY,290.02,PiYo,1
Flushing,NY,499.08,PiYo,1
New York City,NY,131.81,Yoga 101,1
Pittsburgh,PA,227.19,Zumba,1
Jersey City,NJ,113.07,Insanity,1
New York City,NY,201.68,Insanity,1
Philadelphia,PA,231.5,Zumba,1
Rochester,NY,199.08,Zumba,1
Pittsburgh,PA,216.76,PiYo,1
Pittsburgh,PA,154.83,PiYo,1
Paterson,NJ,442.73,Insanity,1
Jamaica,NY,322.99,Yoga 101,1
New York City,NY,203.19,Insanity,1
Albany,NY,252.85,Insanity,1
Flushing,NY,465.04,Spinning,1
New York City,NY,458.9,Spinning,1
Brooklyn,NY,118.36,Yoga 101,1
New York City,NY,275.6,PiYo,1
White Plains,NY,401.74,Yoga 201,1
Pittsburgh,PA,228.93,Yoga 201,1
Harrisburg,PA,402.04,Zumba,1
Trenton,NJ,170.57,Zumba,1
Rochester,NY,384.98,Yoga 201,1
Bronx,NY,346.45,Yoga 101,1
Newark,NJ,123.47,Yoga 101,1
New York City,NY,470.16,Yoga 201,1
